0.74,3.204,-0.77,0.383,0.183,0
1.445,1.367,-0.285,-0.122,0.107,0
1.445,1.367,-0.285,-0.122,0.107,0
3.115,0.571,0.235,-0.074,-0.043,0
0.154,0.52,0.484,-0.534,0,0
0.402,2.483,-0.606,-0.239,0.203,0
0.273,2.686,-0.421,0.465,1.47,0
0.219,1.279,2.585,-0.599,0.462,0
0.532,3.369,-0.601,0.541,0,0
1,1.795,0.35,0.242,-0.164,0
0.453,1.44,2.064,-0.478,0.375,0
1.214,1.716,-0.243,-0.108,0.1,0
0.176,1.631,0.679,0.345,0,0
2.111,0.901,0.371,0.268,0.515,0
0.325,0.806,2.461,1.262,-0.458,0
1.322,0.603,0.156,0.145,-0.163,0
3.056,0.469,1.166,-0.279,-0.105,0
3.056,0.469,1.166,-0.279,-0.105,0
0.257,0.577,0.638,1.253,1.175,0
0.187,1.129,1.521,-0.565,-0.21,0
2.971,0.48,1.235,-0.285,-0.114,0
0.476,2.52,0.978,-0.317,-0.173,0
0.54,3.144,-0.665,-0.261,0,0
0.54,3.144,-0.665,-0.261,0,0
3.677,0.393,-0.159,-0.093,-0.059,0
1.663,1.214,-0.168,0.11,0.086,0
0.09,0.324,0.286,0.468,-0.391,0
0.479,2.02,-0.35,0.22,-0.1,0
0.479,2.02,-0.35,0.22,-0.1,0
2.967,0.918,0.8,0.266,-0.115,0
0.228,0.46,1.628,1.282,0.712,0
0.228,0.46,1.628,1.282,0.712,0
0.24,1.851,0.659,0.286,-0.11,0
0.85,2.377,-0.438,0.381,1.378,0
0.513,1.105,1.385,-0.358,0.257,0
0.513,1.105,1.385,-0.358,0.257,0
1.466,1.697,0.485,0.284,-0.18,0
1.613,2.71,-0.345,-0.185,0.236,0
0.169,1.441,1.267,0.545,-0.214,0
3.256,1.141,0.356,0.279,0.132,0
2.433,0.617,0.251,1.041,-0.309,0
0.639,1.201,1.963,-0.682,-0.242,0
0.614,1.697,-0.442,-0.163,-0.105,0
0.128,0.598,1.368,0.634,0,0
0.092,0.476,0.321,0.505,0.998,0
0.279,1.395,2.985,-0.752,0,0
0.814,2.493,0.816,0.301,-0.159,0
0.814,2.493,0.816,0.301,-0.159,0
0.518,1.251,-0.303,-0.118,-0.073,0
0.464,3.041,-0.547,-0.242,-0.15,0
3.537,0.411,-0.117,-0.073,0.066,0
0.239,0.524,0.571,-0.407,-1.046,0
0.239,0.524,0.571,-0.407,-1.046,0
2.074,1.149,0.493,0.339,-0.134,0
2.074,1.149,0.493,0.339,-0.134,0
0.965,1.935,0.837,1.316,-0.404,0
3.542,-0.331,-0.158,0.077,0.064,0
0.163,0.854,0.431,0.721,0.982,0
0.254,3.163,-0.5,1.249,-0.376,0
0.316,1.008,1.844,-0.54,-0.305,0
0.149,0.867,1.701,2.015,-0.673,0
1.149,1.11,-0.174,-0.08,-0.047,0
0.356,0.551,1.79,1.089,0.986,0
3.5,1.474,-0.182,-0.045,-0.032,0
3.5,1.474,-0.182,-0.045,-0.032,0
0.679,2.482,-0.57,-0.218,-0.115,0
0.259,0.725,0.86,1.092,0,0
1.601,0.836,0.433,-0.131,-0.055,0
1.735,1.654,1.561,-0.351,-0.165,0
1.735,1.654,1.561,-0.351,-0.165,0
2.245,1.11,-0.149,0.11,-0.058,0
0.567,1.886,1.179,0.363,-0.154,0
3.75,-0.256,0.24,0.194,-0.071,0
1.052,2.272,-0.433,-0.186,0.744,0
0.095,0.496,0.329,0.523,1.063,0
1.009,2.476,-0.405,0.426,1.02,0
0.624,2.58,-0.602,-0.237,-0.133,0
2.427,0.253,0.514,1.242,-0.393,0
0.545,3.467,-0.483,-0.222,-0.151,0
0.545,3.467,-0.483,-0.222,-0.151,0
0.776,2.22,-0.549,-0.194,0.145,0
-0.225,2.158,-0.463,-0.259,0,0
-0.225,2.158,-0.463,-0.259,0,0
1.037,1.78,-0.256,-0.107,0.097,0
0.562,1.013,2.075,-0.383,0.528,0
0.562,1.013,2.075,-0.383,0.528,0
0.309,2.579,-0.51,-0.213,-0.305,0
0.256,0.33,0.62,2.29,-0.736,0
0.256,0.33,0.62,2.29,-0.736,0
0.256,0.33,0.62,2.29,-0.736,0
0.643,1.634,-0.268,-0.141,0,0
2.537,1.261,0.997,0.523,-0.154,0
3.078,0.338,0.198,0.211,-0.089,0
3.078,0.338,0.198,0.211,-0.089,0
1.841,0.911,0.342,0.199,-0.323,0
0.802,3.022,-0.647,0.588,0.287,0
0.221,1.392,1.834,-0.615,-0.266,0
0.221,1.392,1.834,-0.615,-0.266,0
0.273,1.623,-0.435,0.226,-0.093,0
0.763,3.172,-0.441,-0.194,-0.135,0
0.763,3.172,-0.441,-0.194,-0.135,0
0.328,0.901,2.62,1.194,-0.555,0
0.286,1.034,2.5,-0.732,0,0
1.109,2.796,-0.443,-0.199,0.278,0
0.555,2.197,-0.337,0.199,-0.146,0
1.363,1.396,-0.304,-0.127,0.073,0
0.478,3.147,-0.605,-0.303,-0.331,0
1.463,1.71,0.626,-0.171,-0.118,0
1.488,1.97,0.515,1.191,-0.329,0
2.437,1.412,0.43,0.15,0.309,0
0.239,0.883,2.657,-0.735,0.544,0
0.159,1.248,1.135,-0.353,0,0
0.559,2.521,1.509,0.648,-0.272,0
0.348,1.344,2.678,-0.698,-0.321,0
1.529,1.078,-0.154,-0.072,0.066,0
0.278,0.949,2.609,-0.656,-0.315,0
0.278,0.949,2.609,-0.656,-0.315,0
0.173,0.406,0.588,-0.594,0,0
0.311,2.639,-0.463,-0.193,-0.265,0
1.675,1.764,1.366,-0.238,-0.117,0
1.116,2.458,-0.385,0.228,-0.124,0
1.116,2.458,-0.385,0.228,-0.124,0
3.516,-0.361,0.173,0.084,0.069,0
0.141,0.345,0.36,0.969,1.855,0
1.229,1.569,0.535,0.332,0.285,0
1.302,2.389,-0.356,-0.159,0.225,0
0.651,2.023,1.176,-0.344,-0.18,0
3.144,-0.268,0.164,0.12,-0.114,0
-0.125,1.458,1.659,0.643,0,0
1.398,1.223,0.327,0.217,-0.1,0
2.055,1.169,0.301,0.235,-0.066,0
0.587,1.028,1.768,0.56,-0.322,0
0.587,1.028,1.768,0.56,-0.322,0
0.496,2.197,1.185,0.405,-0.195,0
2.91,0.359,0.285,0.149,-0.081,0
0.241,0.511,0.665,2.272,-0.859,0
0.312,2.136,-0.335,-0.184,-0.108,0
0.386,1.911,0.652,0.354,-0.152,0
0.56,2.372,0.751,0.278,0.199,0
3.568,-0.29,0.157,-0.071,-0.044,0
0.898,1.405,-0.344,-0.113,0,0
0.778,1.038,0.904,-0.317,-0.164,0
0.662,2.223,1.825,-0.417,-0.239,0
0.221,1.321,1.726,-0.503,-0.229,0
1.957,1.328,0.82,0.45,-0.258,0
0.221,0.609,0.635,0.71,0,0
0.131,0.316,0.492,-0.883,0,0
0.605,2.452,-0.534,0.304,0,0
0.473,2.888,-0.448,-0.222,-0.158,0
0.266,1.229,2.271,0.879,-0.326,0
3.161,-0.243,0.211,-0.086,0.085,0
0.227,1.501,1.921,0.993,1.152,0
3.027,-0.315,0.164,-0.109,-0.113,0
2.337,0.69,0.299,0.223,-0.393,0
0.088,0.271,0.34,0.455,0,0
0.088,0.271,0.34,0.455,0,0
0.126,0.476,1.238,2.343,0,0
0.418,2.521,-0.509,0.42,-0.151,0
3.043,-0.317,0.15,-0.072,-0.053,0
0.976,2.689,0.747,0.853,-0.263,0
0.599,2.53,-0.481,-0.343,1.107,0
0.425,3.034,-0.423,-0.182,0.178,0
0.71,2.326,-0.557,-0.203,0,0
1.6,0.579,-0.091,0.082,0.073,0
0.615,3.089,-0.4,1.046,-0.334,0
0.176,0.977,2.473,-0.7,0,0
0.713,2.688,1.468,-0.438,-0.199,0
0.808,3.041,-0.586,0.621,-0.26,0
0.132,0.436,0.501,0.961,0.881,0
0.237,0.536,0.755,2.177,-0.769,0
0.086,0.353,0.724,1.399,-0.418,0
1.903,1.271,-0.244,0.122,0.098,0
0.296,0.735,1.704,1.119,0.677,0
0.864,1.505,-0.241,-0.13,0.097,0
1.047,2.589,-0.447,-0.277,0.942,0
1.029,1.893,0.658,-0.432,1.155,0
2.03,0.636,-0.098,0.078,0.056,0
2.654,1.16,0.396,0.394,0.218,0
0.132,0.588,1.521,1.318,-0.437,0
3.603,0.538,0.434,-0.097,-0.057,0
1.471,1.344,0.444,0.155,-0.226,0
1.036,1.783,0.375,0.249,-0.15,0
1.284,1.71,-0.321,0.249,-0.181,0
0.296,1.138,2.518,-0.974,0,0
1.322,1.153,0.403,0.371,-0.395,0
0.095,0.624,-0.79,2.613,0,0
1.806,1.66,-0.352,-0.111,0.11,0
0.409,1.351,1.97,0.873,-0.322,0
0.29,1.224,2.774,-0.656,-0.308,0
0.255,1.428,1.474,0.525,-0.203,0
3.129,0.311,1.415,-0.347,-0.13,0
1.312,1.232,0.433,0.375,-0.391,0
0.136,0.736,1.847,1.073,-0.424,0
0.487,1.592,1.754,0.688,-0.41,0
0.757,1.426,0.594,0.232,0.22,0
0.301,1.809,-0.281,-0.138,-0.095,0
0.329,0.432,1.607,1.44,-0.784,0
0.329,0.432,1.607,1.44,-0.784,0
0.414,2.107,1.243,0.686,0,0
0.33,1.541,1.985,-0.539,0,0
1.636,2.166,1.094,0.594,-0.172,0
3.396,0.517,-0.119,-0.065,-0.048,0
1.936,0.557,-0.107,0.14,-0.206,0
0.108,0.355,0.418,0.592,2.053,0
1.066,2.814,-0.428,-0.202,0.254,0
1.515,1.091,-0.152,-0.072,0.068,0
0.985,1.684,-0.277,-0.146,0.113,0
0.765,2.815,-0.525,0.811,-0.284,0
0.249,1.147,3.108,-0.844,0,0
0.249,1.147,3.108,-0.844,0,0
2.544,0.372,0.3,-0.081,-0.054,0
1.706,2.23,-0.347,0.568,0.504,0
1.075,2.002,0.578,1.461,-0.355,0
0.269,1.117,2.659,-0.671,-0.328,0
0.191,1.054,2.259,-0.708,0,0
0.191,1.054,2.259,-0.708,0,0
2.431,0.278,0.102,0.083,0.086,0
3.359,-0.241,0.195,-0.085,0.085,0
0.056,0.245,0.364,-0.428,0,0
2.606,1.238,0.373,0.869,-0.21,0
0.397,2.921,-0.637,0.523,0,0
