-0.19191329,-0.34191087,0.67065219,0.20543488,0.45109512,0.83683369,-1
2.2449991,-0.45250093,-0.45638679,-0.85955255,-0.37786573,-0.94572324,-1
-0.077749193,-0.36402888,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
-0.21190048,-0.44365372,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
0.12601848,-0.195932,0.08459192,0.91303549,-0.37786573,1.4767259,-1
-0.18073402,-0.31536926,1.0313047,0.39446593,-0.022469794,1.278664,-1
0.047763566,-0.43038291,0.85097843,0.90965993,-0.37786573,0.87949317,-1
0.25474952,-0.2003556,0.94114155,0.4265337,0.37609124,1.1720153,-1
0.17327632,-0.31536926,0.039510361,-0.85955255,-0.37786573,-0.94572324,-1
0.69616146,-0.39057049,-0.32114211,1.0877204,1.0350257,1.1263087,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.1775478,2.7413399,-0.050652758,1.4873017,0.5483236,0.92519976,-1
-0.14177594,-0.41711211,0.26491816,0.85480717,0.34412075,1.0288014,-1
-0.19208268,-0.45250093,-0.14081588,-0.85955255,-0.37786573,-0.94572324,-1
-0.08045932,-0.010140702,0.2198366,0.56197782,-0.37786573,0.80026842,-1
0.33876346,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
-0.37298366,-0.45250093,-0.005571199,0.60628198,-0.37786573,1.6107986,-1
-0.025071099,-0.41268851,-0.14081588,1.5489056,0.72552769,1.0988848,-1
0.23256035,-0.22247361,-0.18589744,-0.10469418,-0.37786573,0.43461572,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.8655444,1.361176,0.35508128,-0.85955255,-0.37786573,-0.94572324,-1
0.91009211,3.8030044,-0.230979,0.8417269,-0.37786573,0.16342329,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.35400792,-0.29767485,-0.005571199,1.0092388,0.14459329,1.190298,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.48020306,-0.45250093,0.58048907,1.1923626,-0.37786573,0.65096023,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.10738636,-0.098612747,-0.005571199,1.0877204,-0.37786573,1.3792185,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.12991429,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
0.31979257,-0.058800326,0.12967348,0.55649255,-0.37786573,1.2695227,-1
